2018-01-01,1.88
2018-01-02,1.88
2018-01-03,1.8900000000000001
2018-01-04,1.88
2018-01-05,1.87
2018-01-08,1.88
2018-01-09,1.87
2018-01-10,1.87
2018-01-11,1.87
2018-01-12,1.87
2018-01-15,1.88
2018-01-16,1.88
2018-01-17,1.8900000000000001
2018-01-18,1.88
2018-01-19,1.88
2018-01-22,1.88
2018-01-23,1.88
2018-01-24,1.88
2018-01-25,1.88
2018-01-26,1.88
2018-01-29,1.88
2018-01-30,1.88
2018-01-31,1.8900000000000001
2018-02-01,1.8900000000000001
2018-02-02,1.8900000000000001
2018-02-05,1.8900000000000001
2018-02-06,1.8900000000000001
2018-02-07,1.885
2018-02-08,1.9
2018-02-09,1.9100000000000001
2018-02-12,1.9100000000000001
2018-02-13,1.905
2018-02-14,1.8900000000000001
2018-02-15,1.9
2018-02-16,1.9100000000000001
2018-02-19,1.92
2018-02-20,1.92
2018-02-21,1.92
2018-02-22,1.9300000000000002
2018-02-23,1.92
2018-02-26,1.9100000000000001
2018-02-27,1.92
2018-02-28,1.92
2018-03-01,1.92
2018-03-02,1.9
2018-03-05,1.9
2018-03-06,1.9
2018-03-07,1.9
2018-03-08,1.9
2018-03-09,1.9
2018-03-12,1.9
2018-03-13,1.9
2018-03-14,1.8900000000000001
2018-03-15,1.9100000000000001
2018-03-16,1.9300000000000002
2018-03-19,1.9300000000000002
2018-03-20,1.95
2018-03-21,1.96
2018-03-22,1.96
2018-03-23,1.96
2018-03-26,1.97
2018-03-27,1.96
2018-03-28,1.95
2018-03-29,1.96
2018-03-30,1.96
2018-04-02,1.96
2018-04-03,1.98
2018-04-04,1.97
2018-04-05,1.958
2018-04-06,1.98
2018-04-09,1.975
2018-04-10,1.99
2018-04-11,2.01
2018-04-12,2.029
2018-04-13,2.035
2018-04-16,2.035
2018-04-17,2.035
2018-04-18,2.05
2018-04-19,2.06
2018-04-20,2.055
2018-04-23,2.05
2018-04-24,2.05
2018-04-25,2.04
2018-04-26,2.04
2018-04-27,2.03
2018-04-30,2.023
2018-05-01,2.03
2018-05-02,2.038
2018-05-03,2.035
2018-05-04,2.035
2018-05-07,2.04
2018-05-08,2.05
2018-05-09,2.048
2018-05-10,2.05
2018-05-11,2.05
2018-05-14,2.04
2018-05-15,2.005
2018-05-16,2.01
2018-05-17,2.01
2018-05-18,1.998
2018-05-21,1.98
2018-05-22,1.98
2018-05-23,1.983
2018-05-24,1.98
2018-05-25,1.998
2018-05-28,1.995
2018-05-29,2.018
2018-05-30,2.015
2018-05-31,2.03
2018-06-01,2.02
2018-06-04,2.01
2018-06-05,2.012
2018-06-06,2.0
2018-06-07,2.0
2018-06-08,2.01
2018-06-11,2.015
2018-06-12,2.005
2018-06-13,2.005
2018-06-14,2.002
2018-06-15,2.01
2018-06-18,2.028
2018-06-19,2.018
2018-06-20,2.02
2018-06-21,2.03
2018-06-22,2.04
2018-06-25,2.03
2018-06-26,2.03
2018-06-27,2.03
2018-06-28,2.013
2018-06-29,2.0
2018-07-02,1.99
2018-07-03,1.98
2018-07-04,1.99
2018-07-05,1.9649999999999999
2018-07-06,1.99
2018-07-09,1.971
2018-07-10,1.963
2018-07-11,1.963
2018-07-12,1.96
2018-07-13,1.95
2018-07-16,1.94
2018-07-17,1.935
2018-07-18,1.925
2018-07-19,1.9300000000000002
2018-07-20,1.915
2018-07-23,1.915
2018-07-24,1.9180000000000001
2018-07-25,1.923
2018-07-26,1.905
2018-07-27,1.915
2018-07-30,1.908
2018-07-31,1.908
2018-08-01,1.9
2018-08-02,1.92
2018-08-03,1.905
2018-08-06,1.8980000000000001
2018-08-07,1.9
2018-08-08,1.9100000000000001
2018-08-09,1.908
2018-08-10,1.915
2018-08-13,1.915
2018-08-14,1.9100000000000001
2018-08-15,1.92
2018-08-16,1.9100000000000001
2018-08-17,1.905
2018-08-20,1.9100000000000001
2018-08-21,1.895
2018-08-22,1.92
2018-08-23,1.915
2018-08-24,1.9100000000000001
2018-08-27,1.9300000000000002
2018-08-28,1.92
2018-08-29,1.915
2018-08-30,1.9100000000000001
2018-08-31,1.9100000000000001
2018-09-03,1.92
2018-09-04,1.9100000000000001
2018-09-05,1.8980000000000001
2018-09-06,1.8980000000000001
2018-09-07,1.8980000000000001
2018-09-10,1.8980000000000001
2018-09-11,1.895
2018-09-12,1.885
2018-09-13,1.895
2018-09-14,1.8900000000000001
2018-09-17,1.8900000000000001
2018-09-18,1.895
2018-09-19,1.8900000000000001
2018-09-20,1.8900000000000001
2018-09-21,1.916
2018-09-24,1.9300000000000002
2018-09-25,1.925
2018-09-26,1.92
2018-09-27,1.9100000000000001
2018-09-28,1.92
2018-10-01,1.905
2018-10-02,1.895
2018-10-03,1.895
2018-10-04,1.895
2018-10-05,1.885
2018-10-08,1.88
2018-10-09,1.875
2018-10-10,1.885
2018-10-11,1.9
2018-10-12,1.8900000000000001
2018-10-15,1.8900000000000001
2018-10-16,1.9
2018-10-17,1.9
2018-10-18,1.9
2018-10-19,1.895
2018-10-22,1.895
2018-10-23,1.885
2018-10-24,1.895
2018-10-25,1.895
2018-10-26,1.8900000000000001
2018-10-29,1.8900000000000001
2018-10-30,1.9
2018-10-31,1.9100000000000001
2018-11-01,1.92
2018-11-02,1.94
2018-11-05,1.94
2018-11-06,1.955
2018-11-07,1.9649999999999999
2018-11-08,1.975
2018-11-09,1.99
2018-11-12,1.99
2018-11-13,1.995
2018-11-14,2.01
2018-11-15,2.0
2018-11-16,2.0
2018-11-19,1.995
2018-11-20,2.0
2018-11-21,1.99
2018-11-22,2.0
2018-11-23,2.0
2018-11-26,1.99
2018-11-27,1.99
2018-11-28,1.99
2018-11-29,1.98
2018-11-30,1.975
2018-12-03,1.97
2018-12-04,1.9649999999999999
2018-12-05,1.97
2018-12-06,1.98
2018-12-07,1.9849999999999999
2018-12-10,1.98
2018-12-11,1.98
2018-12-12,1.98
2018-12-13,1.98
2018-12-14,1.97
2018-12-17,1.9649999999999999
2018-12-18,1.9649999999999999
2018-12-19,1.97
2018-12-20,1.9649999999999999
2018-12-21,1.98
2018-12-24,1.99
2018-12-25,1.99
2018-12-26,1.99
2018-12-27,1.99
2018-12-28,1.98
2018-12-31,1.97
2019-01-01,1.97
2019-01-02,1.97
2019-01-03,1.955
2019-01-04,1.95
2019-01-07,1.9300000000000002
2019-01-08,1.9100000000000001
2019-01-09,1.92
2019-01-10,1.9300000000000002
2019-01-11,1.925
2019-01-14,1.92
2019-01-15,1.9
2019-01-16,1.9
2019-01-17,1.9
2019-01-18,1.9
2019-01-21,1.895
2019-01-22,1.88
2019-01-23,1.88
2019-01-24,1.88
2019-01-25,1.8900000000000001
2019-01-28,1.905
2019-01-29,1.9100000000000001
2019-01-30,1.92
2019-01-31,1.925
2019-02-01,1.925
2019-02-04,1.92
2019-02-05,1.915
2019-02-06,1.915
2019-02-07,1.92
2019-02-08,1.905
2019-02-11,1.905
2019-02-12,1.9
2019-02-13,1.9
2019-02-14,1.9100000000000001
2019-02-15,1.9
2019-02-18,1.9
2019-02-19,1.895
2019-02-20,1.895
2019-02-21,1.895
2019-02-22,1.8900000000000001
2019-02-25,1.8900000000000001
2019-02-26,1.8900000000000001
2019-02-27,1.8900000000000001
2019-02-28,1.8900000000000001
2019-03-01,1.885
2019-03-04,1.9
2019-03-05,1.9100000000000001
2019-03-06,1.9100000000000001
2019-03-07,1.9
2019-03-08,1.88
2019-03-11,1.885
2019-03-12,1.87
2019-03-13,1.87
2019-03-14,1.87
2019-03-15,1.88
2019-03-18,1.88
2019-03-19,1.875
2019-03-20,1.87
2019-03-21,1.88
2019-03-22,1.895
2019-03-25,1.885
2019-03-26,1.88
2019-03-27,1.85
2019-03-28,1.835
2019-03-29,1.85
2019-04-01,1.8399999999999999
2019-04-02,1.8399999999999999
2019-04-03,1.81
2019-04-04,1.815
2019-04-05,1.815
2019-04-08,1.8050000000000002
2019-04-09,1.81
2019-04-10,1.825
2019-04-11,1.835
2019-04-12,1.83
2019-04-15,1.845
2019-04-16,1.83
2019-04-17,1.77
2019-04-18,1.78
2019-04-22,1.78
2019-04-23,1.78
2019-04-24,1.76
2019-04-25,1.76
2019-04-26,1.79
2019-04-29,1.8
2019-04-30,1.8199999999999998
2019-05-01,1.8
2019-05-02,1.7850000000000001
2019-05-03,1.79
2019-05-06,1.795
2019-05-07,1.7850000000000001
2019-05-08,1.685
2019-05-09,1.705
2019-05-10,1.7
2019-05-13,1.705
2019-05-14,1.7
2019-05-15,1.6949999999999998
2019-05-16,1.705
2019-05-17,1.72
2019-05-20,1.7
2019-05-21,1.7149999999999999
2019-05-22,1.708
2019-05-23,1.72
2019-05-24,1.71
2019-05-27,1.69
2019-05-28,1.675
2019-05-29,1.665
2019-05-30,1.6600000000000001
2019-05-31,1.675
2019-06-03,1.665
2019-06-04,1.65
2019-06-05,1.635
2019-06-06,1.63
2019-06-07,1.63
2019-06-10,1.62
2019-06-11,1.6099999999999999
2019-06-12,1.6099999999999999
2019-06-13,1.595
2019-06-14,1.58
2019-06-17,1.5899999999999999
2019-06-18,1.585
2019-06-19,1.6
2019-06-20,1.5699999999999998
2019-06-21,1.58
2019-06-24,1.585
2019-06-25,1.6
2019-06-26,1.62
2019-06-27,1.6400000000000001
2019-06-28,1.65
2019-07-01,1.63
2019-07-02,1.625
2019-07-03,1.62
2019-07-04,1.6360000000000001
2019-07-05,1.62
2019-07-08,1.62
2019-07-09,1.6099999999999999
2019-07-10,1.6099999999999999
2019-07-11,1.605
2019-07-12,1.595
2019-07-15,1.5899999999999999
2019-07-16,1.56
2019-07-17,1.55
2019-07-18,1.54
2019-07-19,1.53
2019-07-22,1.49
2019-07-23,1.4849999999999999
2019-07-24,1.495
2019-07-25,1.4849999999999999
2019-07-26,1.5
2019-07-29,1.51
2019-07-30,1.5
2019-07-31,1.51
2019-08-01,1.49
2019-08-02,1.45
2019-08-05,1.43
2019-08-06,1.425
2019-08-07,1.22
2019-08-08,1.215
2019-08-09,1.21
2019-08-12,1.23
2019-08-13,1.22
2019-08-14,1.21
2019-08-15,1.215
2019-08-16,1.22
2019-08-19,1.21
2019-08-20,1.19
2019-08-21,1.18
2019-08-22,1.19
2019-08-23,1.195
2019-08-26,1.205
2019-08-27,1.195
2019-08-28,1.2
2019-08-29,1.196
2019-08-30,1.195
2019-09-02,1.2
2019-09-03,1.185
2019-09-04,1.18
2019-09-05,1.175
2019-09-06,1.175
2019-09-09,1.16
2019-09-10,1.16
2019-09-11,1.155
2019-09-12,1.145
2019-09-13,1.15
2019-09-16,1.1400000000000001
2019-09-17,1.145
2019-09-18,1.145
2019-09-19,1.145
2019-09-20,1.1400000000000001
2019-09-23,1.1400000000000001
2019-09-24,1.125
2019-09-25,1.135
2019-09-26,1.1400000000000001
2019-09-27,1.1400000000000001
2019-09-30,1.15
2019-10-01,1.125
2019-10-02,1.09
2019-10-03,1.07
2019-10-04,1.045
2019-10-07,1.035
2019-10-08,1.04
2019-10-09,1.04
2019-10-10,1.03
2019-10-11,1.03
2019-10-14,1.04
2019-10-15,1.04
2019-10-16,1.05
2019-10-17,1.05
2019-10-18,1.045
2019-10-21,1.035
2019-10-22,1.05
2019-10-23,1.05
2019-10-24,1.05
2019-10-25,1.06
2019-10-28,1.06
2019-10-29,1.07
2019-10-30,1.08
2019-10-31,1.12
2019-11-01,1.12
2019-11-04,1.13
2019-11-05,1.135
2019-11-06,1.1400000000000001
2019-11-07,1.13
2019-11-08,1.15
2019-11-11,1.15
2019-11-12,1.11
2019-11-13,1.26
2019-11-14,1.2650000000000001
2019-11-15,1.24
2019-11-18,1.22
2019-11-19,1.21
2019-11-20,1.205
2019-11-21,1.2
2019-11-22,1.205
2019-11-25,1.21
2019-11-26,1.22
2019-11-27,1.23
2019-11-28,1.225
2019-11-29,1.225
2019-12-02,1.22
2019-12-03,1.22
2019-12-04,1.205
2019-12-05,1.2
2019-12-06,1.2
2019-12-09,1.185
2019-12-10,1.19
2019-12-11,1.19
2019-12-12,1.19
2019-12-13,1.2
2019-12-16,1.215
2019-12-17,1.22
2019-12-18,1.23
2019-12-19,1.2349999999999999
2019-12-20,1.24
2019-12-23,1.26
2019-12-24,1.26
2019-12-25,1.26
2019-12-26,1.26
2019-12-27,1.27
2019-12-30,1.28
2019-12-31,1.29
